"media","mediana","moda","rango","q1","q2","q3","sd","varianza","ric","coef_var","asimetria","curtosis","shapiro_p","variable"
26.9747368421053,26,24,27,23,26,30,5.11484478556403,26.1616371804115,7,0.189616114348155,0.45474139032907,-0.244343552384086,1.32570924825703e-11,"Edad"
